OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1993-016CE","SL-16 DEB","39904","CIS","102.54","70.99","987","770","SMALL","0","1993-03-26",""
"1993-016CD","SL-16 DEB","39903","CIS","103.89","70.99","1044","841","SMALL","0","1993-03-26",""
"1993-016CC","SL-16 DEB","39902","CIS","104.84","71.00","1128","846","SMALL","0","1993-03-26",""
"1993-016CB","SL-16 DEB","39901","CIS","102.20","71.00","968","758","SMALL","0","1993-03-26",""
"1993-016CA","SL-16 DEB","39900","CIS","100.12","70.94","824","705","SMALL","0","1993-03-26",""
"1993-016BZ","SL-16 DEB","39899","CIS","98.53","70.98","692","685","SMALL","0","1993-03-26",""
"1993-016BY","SL-16 DEB","39898","CIS","98.29","70.94","712","642","SMALL","0","1993-03-26",""
"1993-016BX","SL-16 DEB","39897","CIS","101.45","70.96","918","736","SMALL","0","1993-03-26",""
"1993-016BW","SL-16 DEB","39896","CIS","101.01","70.97","897","716","SMALL","0","1993-03-26",""
"1993-016BV","SL-16 DEB","39895","CIS","103.32","70.99","1006","825","SMALL","0","1993-03-26",""
"1993-016BU","SL-16 DEB","39894","CIS","102.44","70.97","983","766","SMALL","0","1993-03-26",""
"1993-016BT","SL-16 DEB","39893","CIS","101.44","70.97","920","734","SMALL","0","1993-03-26",""
"1993-016BS","SL-16 DEB","39892","CIS","100.97","70.98","895","715","SMALL","0","1993-03-26",""
"1993-016BR","SL-16 DEB","39891","CIS","100.53","71.00","793","774","SMALL","0","1993-03-26",""
"1993-016BQ","SL-16 DEB","39890","CIS","101.35","70.97","917","728","SMALL","0","1993-03-26",""
"1993-016BP","SL-16 DEB","39889","CIS","98.89","70.92","754","657","SMALL","0","1993-03-26",""
"1993-016BN","SL-16 DEB","39888","CIS","101.82","70.97","927","763","SMALL","0","1993-03-26",""
"1993-016BM","SL-16 DEB","39887","CIS","101.85","70.95","948","745","SMALL","0","1993-03-26",""
"1993-016BL","SL-16 DEB","39886","CIS","98.78","71.01","747","654","SMALL","0","1993-03-26",""
"1993-016BK","SL-16 DEB","39885","CIS","100.27","70.96","833","710","SMALL","0","1993-03-26",""
"1993-016BJ","SL-16 DEB","39884","CIS","101.60","70.97","928","740","SMALL","0","1993-03-26",""
"1993-016BH","SL-16 DEB","39883","CIS","101.67","70.97","939","736","SMALL","0","1993-03-26",""
"1993-016BG","SL-16 DEB","39882","CIS","101.25","70.95","910","726","SMALL","0","1993-03-26",""
"1993-016BF","SL-16 DEB","39881","CIS","103.02","70.99","1001","802","SMALL","0","1993-03-26",""
"1993-016BE","SL-16 DEB","39880","CIS","101.40","70.97","920","730","SMALL","0","1993-03-26",""
"1993-016BD","SL-16 DEB","39879","CIS","101.46","70.99","924","731","SMALL","0","1993-03-26",""
"1993-016BC","SL-16 DEB","39878","CIS","101.93","70.95","951","748","SMALL","0","1993-03-26",""
"1993-016BB","SL-16 DEB","39877","CIS","101.90","70.99","954","743","SMALL","0","1993-03-26",""
"1993-016BA","SL-16 DEB","39876","CIS","101.28","70.97","913","726","SMALL","0","1993-03-26",""
"1993-016AZ","SL-16 DEB","39875","CIS","102.07","70.96","957","756","SMALL","0","1993-03-26",""
"1993-016AY","SL-16 DEB","39874","CIS","100.95","70.94","885","722","SMALL","0","1993-03-26",""
"1993-016AX","SL-16 DEB","39873","CIS","101.51","70.41","914","746","SMALL","0","1993-03-26",""
"1993-016AW","SL-16 DEB","39872","CIS","103.34","70.99","1023","810","SMALL","0","1993-03-26",""
"1993-016AV","SL-16 DEB","39871","CIS","96.86","71.03","656","561","SMALL","0","1993-03-26",""
"1993-016AU","SL-16 DEB","39870","CIS","101.47","70.98","924","733","SMALL","0","1993-03-26",""
"1993-016AT","SL-16 DEB","39869","CIS","101.59","70.99","925","744","SMALL","0","1993-03-26",""
"1993-016AS","SL-16 DEB","39868","CIS","101.96","70.98","954","749","SMALL","0","1993-03-26",""
"1992-093LV","SL-16 DEB","39867","CIS","102.98","70.98","1030","769","SMALL","0","1992-12-25",""
"1992-093LU","SL-16 DEB","39866","CIS","100.96","71.29","873","735","SMALL","0","1992-12-25",""
"1992-093LT","SL-16 DEB","39865","CIS","100.68","71.02","793","789","SMALL","0","1992-12-25",""
"1992-093LS","SL-16 DEB","39864","CIS","102.30","71.15","958","777","SMALL","0","1992-12-25",""
"1992-093LR","SL-16 DEB","39863","CIS","102.54","70.98","999","759","SMALL","0","1992-12-25",""
"1992-093LQ","SL-16 DEB","39862","CIS","99.11","70.84","779","653","SMALL","0","1992-12-25",""
"1992-093LN","SL-16 DEB","39860","CIS","101.08","70.79","833","787","SMALL","0","1992-12-25",""
"1992-093LL","SL-16 DEB","39858","CIS","99.43","70.95","769","694","SMALL","0","1992-12-25",""
"1992-093LK","SL-16 DEB","39857","CIS","101.65","70.92","884","790","SMALL","0","1992-12-25",""
"1992-093LJ","SL-16 DEB","39856","CIS","98.88","70.83","729","681","SMALL","0","1992-12-25",""
"1992-093LH","SL-16 DEB","39855","CIS","100.34","70.53","850","699","SMALL","0","1992-12-25",""
"1992-093LG","SL-16 DEB","39854","CIS","102.09","71.02","919","796","SMALL","0","1992-12-25",""
"1992-093LF","SL-16 DEB","39853","CIS","97.45","71.28","693","580","SMALL","0","1992-12-25",""
"1992-093LE","SL-16 DEB","39852","CIS","99.98","71.01","762","753","SMALL","0","1992-12-25",""
"1992-093LD","SL-16 DEB","39851","CIS","101.21","71.09","915","717","SMALL","0","1992-12-25",""
"1992-093LC","SL-16 DEB","39850","CIS","102.67","71.34","955","815","SMALL","0","1992-12-25",""
"1992-093LB","SL-16 DEB","39849","CIS","102.67","70.86","950","820","SMALL","0","1992-12-25",""
"1992-093LA","SL-16 DEB","39848","CIS","100.39","71.24","820","734","SMALL","0","1992-12-25",""
"1992-093KZ","SL-16 DEB","39847","CIS","100.48","71.03","828","735","SMALL","0","1992-12-25",""
"1992-093KY","SL-16 DEB","39846","CIS","101.01","71.27","879","734","SMALL","0","1992-12-25",""
"1992-093KX","SL-16 DEB","39845","CIS","102.62","70.98","984","782","SMALL","0","1992-12-25",""
"1992-093KW","SL-16 DEB","39844","CIS","100.70","70.65","826","758","SMALL","0","1992-12-25",""
"1992-093KV","SL-16 DEB","39843","CIS","98.83","70.92","736","669","SMALL","0","1992-12-25",""
"1992-093KU","SL-16 DEB","39842","CIS","97.89","70.96","690","626","SMALL","0","1992-12-25",""
"1992-093KT","SL-16 DEB","39841","CIS","97.14","70.75","654","589","SMALL","0","1992-12-25",""
"1991-009DY","SL-8 DEB","39840","CIS","107.34","73.84","1176","1031","SMALL","0","1991-02-12",""
"1991-009DX","SL-8 DEB","39839","CIS","115.26","73.83","1538","1396","SMALL","0","1991-02-12",""
"1991-009DW","SL-8 DEB","39838","CIS","119.00","74.12","1822","1451","SMALL","0","1991-02-12",""
"1991-009DV","SL-8 DEB","39837","CIS","110.66","73.81","1292","1222","SMALL","0","1991-02-12",""
"1991-009DU","SL-8 DEB","39836","CIS","117.14","73.91","1662","1443","SMALL","0","1991-02-12",""
"1991-009DT","SL-8 DEB","39835","CIS","117.81","74.05","1717","1447","SMALL","0","1991-02-12",""
"1987-020FJ","COSMOS 1823 DEB","39834","CIS","116.32","73.60","1552","1478","SMALL","0","1987-02-20",""
"1987-020FH","COSMOS 1823 DEB","39833","CIS","114.53","73.78","1451","1418","SMALL","0","1987-02-20",""
"1987-020FG","COSMOS 1823 DEB","39832","CIS","116.09","73.61","1534","1475","SMALL","0","1987-02-20",""
"1987-020FF","COSMOS 1823 DEB","39831","CIS","115.91","73.63","1516","1477","SMALL","0","1987-02-20",""
"1987-020FE","COSMOS 1823 DEB","39830","CIS","115.56","73.60","1505","1456","SMALL","0","1987-02-20",""
"1987-020FD","COSMOS 1823 DEB","39829","CIS","115.94","73.61","1520","1476","SMALL","0","1987-02-20",""
"1987-020FC","COSMOS 1823 DEB","39828","CIS","119.06","74.24","1784","1493","SMALL","0","1987-02-20",""
"1987-020FB","COSMOS 1823 DEB","39827","CIS","115.97","73.60","1522","1476","SMALL","0","1987-02-20",""
"1987-020FA","COSMOS 1823 DEB","39826","CIS","117.86","73.50","1716","1453","SMALL","0","1987-02-20",""
"1987-020EZ","COSMOS 1823 DEB","39825","CIS","115.88","73.60","1516","1475","SMALL","0","1987-02-20",""
"1987-020EY","COSMOS 1823 DEB","39824","CIS","115.66","73.62","1511","1459","SMALL","0","1987-02-20",""
"1987-020EX","COSMOS 1823 DEB","39823","CIS","115.76","73.71","1531","1449","SMALL","0","1987-02-20",""
"1987-020EW","COSMOS 1823 DEB","39822","CIS","117.17","73.97","1659","1448","SMALL","0","1987-02-20",""
"1987-020EV","COSMOS 1823 DEB","39821","CIS","113.58","73.24","1466","1316","SMALL","0","1987-02-20",""
"1987-020EU","COSMOS 1823 DEB","39820","CIS","115.66","73.63","1506","1465","SMALL","0","1987-02-20",""
"1987-020ET","COSMOS 1823 DEB","39819","CIS","115.86","73.68","1511","1478","SMALL","0","1987-02-20",""
"1987-020ES","COSMOS 1823 DEB","39818","CIS","115.28","73.62","1502","1434","SMALL","0","1987-02-20",""
"1987-020ER","COSMOS 1823 DEB","39817","CIS","115.12","73.72","1470","1451","SMALL","0","1987-02-20",""
"1987-020EQ","COSMOS 1823 DEB","39816","CIS","97.13","74.04","645","598","SMALL","0","1987-02-20",""
"1987-020EP","COSMOS 1823 DEB","39815","CIS","115.96","73.60","1521","1477","SMALL","0","1987-02-20",""
"1987-020EN","COSMOS 1823 DEB","39814","CIS","115.87","73.61","1516","1474","SMALL","0","1987-02-20",""
"1987-020EM","COSMOS 1823 DEB","39813","CIS","115.46","73.64","1508","1444","SMALL","0","1987-02-20",""
"1987-020EL","COSMOS 1823 DEB","39812","CIS","116.18","73.61","1540","1478","SMALL","0","1987-02-20",""
"1987-020EK","COSMOS 1823 DEB","39811","CIS","115.65","73.63","1512","1458","SMALL","0","1987-02-20",""
"1987-020EJ","COSMOS 1823 DEB","39810","CIS","116.02","73.71","1528","1475","SMALL","0","1987-02-20",""
"1987-020EH","COSMOS 1823 DEB","39809","CIS","114.45","73.72","1534","1327","SMALL","0","1987-02-20",""
"1987-020EG","COSMOS 1823 DEB","39808","CIS","115.83","73.62","1532","1454","SMALL","0","1987-02-20",""
"1987-020EF","COSMOS 1823 DEB","39807","CIS","104.48","74.03","990","950","SMALL","0","1987-02-20",""
"1987-020EE","COSMOS 1823 DEB","39806","CIS","116.27","73.63","1568","1458","SMALL","0","1987-02-20",""
"1987-020ED","COSMOS 1823 DEB","39805","CIS","115.89","73.59","1513","1478","SMALL","0","1987-02-20",""
"2008-046R","SL-12 DEB","39804","CIS","333.05","65.87","18602","474","SMALL","0","2008-09-25",""
"2008-046Q","SL-12 DEB","39803","CIS","340.76","64.89","18803","762","SMALL","0","2008-09-25",""
"2008-046P","SL-12 DEB","39802","CIS","327.65","65.11","18418","312","SMALL","0","2008-09-25",""
"2008-046N","SL-12 DEB","39801","CIS","326.68","65.04","18271","398","MEDIUM","0","2008-09-25",""
"2008-046M","SL-12 DEB","39800","CIS","341.19","65.08","19085","507","MEDIUM","0","2008-09-25",""
"2008-046L","SL-12 DEB","39799","CIS","341.66","65.09","18983","639","SMALL","0","2008-09-25",""
"2008-046K","SL-12 DEB","39798","CIS","340.43","64.86","18816","728","SMALL","0","2008-09-25",""
"2008-046J","SL-12 DEB","39797","CIS","245.12","65.23","12988","205","SMALL","0","2008-09-25",""
"1997-051ABD","IRIDIUM 33 DEB","39796","US","99.51","86.38","788","682","SMALL","0","1997-09-14",""
"1997-051ABB","IRIDIUM 33 DEB","39794","US","96.81","86.36","630","582","SMALL","0","1997-09-14",""
"1997-051ABA","IRIDIUM 33 DEB","39793","US","95.66","86.37","553","548","SMALL","0","1997-09-14",""
"1997-051AAZ","IRIDIUM 33 DEB","39792","US","102.60","86.43","1022","742","SMALL","0","1997-09-14",""
"1997-051AAY","IRIDIUM 33 DEB","39791","US","100.75","86.36","914","675","SMALL","0","1997-09-14",""
"1997-051AAX","IRIDIUM 33 DEB","39790","US","98.89","86.19","736","675","SMALL","0","1997-09-14",""
"1997-051AAV","IRIDIUM 33 DEB","39788","US","97.09","86.31","670","569","SMALL","0","1997-09-14",""
"1997-051AAU","IRIDIUM 33 DEB","39787","US","99.43","86.21","763","700","SMALL","0","1997-09-14",""
"1997-051AAT","IRIDIUM 33 DEB","39786","US","98.35","86.37","687","673","SMALL","0","1997-09-14",""
"1997-051AAS","IRIDIUM 33 DEB","39785","US","96.63","86.38","616","578","SMALL","0","1997-09-14",""
"1997-051AAR","IRIDIUM 33 DEB","39784","US","99.54","86.38","800","674","SMALL","0","1997-09-14",""
"1997-051AAQ","IRIDIUM 33 DEB","39783","US","100.30","86.17","823","723","SMALL","0","1997-09-14",""
"1997-051AAP","IRIDIUM 33 DEB","39782","US","98.19","86.42","685","659","SMALL","0","1997-09-14",""
"1997-051AAN","IRIDIUM 33 DEB","39781","US","103.86","86.38","1156","726","SMALL","0","1997-09-14",""
"1997-051AAL","IRIDIUM 33 DEB","39779","US","100.41","86.30","824","732","SMALL","0","1997-09-14",""
"1997-051AAK","IRIDIUM 33 DEB","39778","US","100.06","86.38","770","754","SMALL","0","1997-09-14",""
"1997-051AAJ","IRIDIUM 33 DEB","39777","US","101.06","85.98","875","742","SMALL","0","1997-09-14",""
"2014-030B","BLOCK DM-SL R/B","39774","SEAL","628.88","0.66","35484","390","LARGE","0","2014-05-26",""
"2014-030A","EUTE 3B","39773","EUTE","1436.08","0.06","35795","35777","LARGE","0","2014-05-26",""
"2014-029F","H-2A R/B","39771","JPN","96.45","98.22","600","577","LARGE","0","2014-05-24",""
"2014-029E","SPROUT","39770","JPN","96.89","97.87","615","604","MEDIUM","0","2014-05-24",""
"2014-029D","RISING 2","39769","JPN","97.17","97.87","625","621","MEDIUM","0","2014-05-24",""
"2014-029C","SOCRATES","39768","JPN","97.03","97.87","621","612","MEDIUM","0","2014-05-24",""
"2014-029B","UNIFORM 1","39767","JPN","97.07","97.87","622","615","MEDIUM","0","2014-05-24",""
"2014-029A","ALOS 2","39766","JPN","97.33","97.92","632","630","LARGE","0","2014-05-24",""
"2014-028E","COSMOS 2499","39765","CIS","112.21","82.44","1506","1151","MEDIUM","0","2014-05-23",""
"2014-028D","BREEZE-KM R/B","39764","CIS","112.19","82.44","1504","1150","LARGE","0","2014-05-23",""
"2014-028C","COSMOS 2498","39763","CIS","115.86","82.45","1511","1477","LARGE","0","2014-05-23",""
"2014-028B","COSMOS 2497","39762","CIS","115.86","82.45","1511","1478","LARGE","0","2014-05-23",""
"2014-028A","COSMOS 2496","39761","CIS","115.86","82.45","1510","1479","LARGE","0","2014-05-23",""
"2014-027A","USA 252","39751","US","","","","","","0","2014-05-22","NO ELEMENTS AVAILABLE"
"2014-026B","DELTA 4 R/B","39742","US","742.65","55.16","20822","20752","LARGE","0","2014-05-17",""
"2014-026A","NAVSTAR 70 (USA 251)","39741","US","717.99","55.43","20208","20157","LARGE","0","2014-05-17",""
"2014-024A","KAZEOSAT 1","39731","KAZ","99.86","98.42","753","751","LARGE","0","2014-04-30",""
"2014-023D","BREEZE-M DEB (TANK)","39730","CIS","598.69","47.68","33832","473","LARGE","0","2014-04-28",""
"2014-023C","BREEZE-M R/B","39729","CIS","1556.00","2.74","40717","35487","MEDIUM","0","2014-04-28",""
"2014-023B","KAZSAT 3","39728","KAZ","1436.10","0.01","35788","35785","SMALL","0","2014-04-28",""
"2014-023A","LUCH 5V","39727","CIS","1436.15","2.70","35798","35777","LARGE","0","2014-04-28",""
"1992-093KS","SL-16 DEB","39726","CIS","103.56","71.16","1017","837","SMALL","0","1992-12-25",""
"1992-093KR","SL-16 DEB","39725","CIS","102.21","71.18","931","796","SMALL","0","1992-12-25",""
"1992-093KQ","SL-16 DEB","39724","CIS","102.83","70.85","958","828","SMALL","0","1992-12-25",""
"1992-093KP","SL-16 DEB","39723","CIS","101.55","71.09","874","790","SMALL","0","1992-12-25",""
"1992-093KN","SL-16 DEB","39722","CIS","102.93","70.90","975","819","SMALL","0","1992-12-25",""
"1992-093KM","SL-16 DEB","39721","CIS","103.31","71.19","1009","821","SMALL","0","1992-12-25",""
"1992-093KL","SL-16 DEB","39720","CIS","99.72","70.79","768","722","SMALL","0","1992-12-25",""
"1992-093KK","SL-16 DEB","39719","CIS","103.19","71.30","981","837","SMALL","0","1992-12-25",""
"1992-093KJ","SL-16 DEB","39718","CIS","100.31","71.19","799","747","SMALL","0","1992-12-25",""
"1992-093KH","SL-16 DEB","39717","CIS","102.90","70.69","972","820","SMALL","0","1992-12-25",""
"1992-093KG","SL-16 DEB","39716","CIS","102.56","71.14","954","805","SMALL","0","1992-12-25",""
"1992-093KF","SL-16 DEB","39715","CIS","100.93","71.01","806","800","SMALL","0","1992-12-25",""
"1992-093KE","SL-16 DEB","39714","CIS","101.28","71.08","890","749","SMALL","0","1992-12-25",""
"1992-093KD","SL-16 DEB","39713","CIS","102.31","71.12","933","803","SMALL","0","1992-12-25",""
"1992-093KC","SL-16 DEB","39712","CIS","102.42","71.11","942","805","SMALL","0","1992-12-25",""
"1992-093KB","SL-16 DEB","39711","CIS","102.85","70.84","962","825","SMALL","0","1992-12-25",""
"1992-093KA","SL-16 DEB","39710","CIS","102.30","71.22","930","805","SMALL","0","1992-12-25",""
"1992-093JZ","SL-16 DEB","39709","CIS","103.50","71.15","1031","818","SMALL","0","1992-12-25",""
"1992-093JY","SL-16 DEB","39708","CIS","97.79","71.29","715","591","SMALL","0","1992-12-25",""
"1992-093JX","SL-16 DEB","39707","CIS","101.74","71.12","919","764","SMALL","0","1992-12-25",""
"1992-060H","ARIANE 44LP DEB","39706","FR","666.71","7.13","36656","1149","SMALL","0","1992-09-10",""
"1992-060G","ARIANE 44LP DEB","39705","FR","679.56","7.82","37527","925","MEDIUM","0","1992-09-10",""
"1992-060F","ARIANE 44LP DEB","39704","FR","683.05","8.08","37625","1003","MEDIUM","0","1992-09-10",""
"1991-009DS","SL-8 DEB","39703","CIS","117.39","73.86","1714","1413","SMALL","0","1991-02-12",""
"1991-009DR","SL-8 DEB","39702","CIS","118.55","74.24","1766","1466","SMALL","0","1991-02-12",""
"1991-009DQ","SL-8 DEB","39701","CIS","117.60","73.98","1678","1468","SMALL","0","1991-02-12",""
"1991-009DP","SL-8 DEB","39700","CIS","117.23","73.97","1648","1464","SMALL","0","1991-02-12",""
"1991-009DN","SL-8 DEB","39699","CIS","118.35","74.10","1721","1493","SMALL","0","1991-02-12",""
"1991-009DM","SL-8 DEB","39698","CIS","117.95","74.05","1727","1451","SMALL","0","1991-02-12",""
"1991-009DL","SL-8 DEB","39697","CIS","117.98","74.05","1704","1477","SMALL","0","1991-02-12",""
"1991-009DK","SL-8 DEB","39696","CIS","117.91","74.05","1724","1450","SMALL","0","1991-02-12",""
"1991-009DJ","SL-8 DEB","39695","CIS","118.20","74.06","1714","1486","SMALL","0","1991-02-12",""
"1991-009DH","SL-8 DEB","39694","CIS","118.19","74.08","1702","1497","SMALL","0","1991-02-12",""
"1991-009DG","SL-8 DEB","39693","CIS","117.95","74.03","1691","1487","SMALL","0","1991-02-12",""
"1991-009DF","SL-8 DEB","39692","CIS","116.34","74.09","1603","1430","SMALL","0","1991-02-12",""
"1991-009DE","SL-8 DEB","39691","CIS","117.92","74.06","1690","1485","SMALL","0","1991-02-12",""
"1977-055C","COSMOS 921 DEB","39690","CIS","95.90","75.83","584","541","SMALL","0","1977-06-24",""
"1976-004F","CTS DEB (ARRAY COVER)","39689","CA","1435.68","10.95","36320","35237","SMALL","0","1976-01-17",""
"1976-004E","CTS DEB (ARRAY COVER)","39688","CA","1436.74","10.93","35962","35636","SMALL","0","1976-01-17",""
"2014-021B","SL-4 R/B","39679","CIS","95.66","51.62","672","429","LARGE","0","2014-04-16",""
"2014-021A","EGYPTSAT 2","39678","EGYP","99.03","51.62","713","712","LARGE","0","2014-04-16",""
"1987-060AQ","COSMOS 1867 COOLANT","39677","CIS","100.59","65.00","797","777","SMALL","0","1987-07-10",""
"1987-060AP","COSMOS 1867 COOLANT","39676","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AN","COSMOS 1867 COOLANT","39675","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AM","COSMOS 1867 COOLANT","39674","CIS","100.60","65.01","797","777","SMALL","0","1987-07-10",""
"1987-060AL","COSMOS 1867 COOLANT","39673","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AK","COSMOS 1867 COOLANT","39672","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AJ","COSMOS 1867 COOLANT","39671","CIS","100.59","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060AH","COSMOS 1867 COOLANT","39670","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060AG","COSMOS 1867 COOLANT","39669","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060AF","COSMOS 1867 COOLANT","39668","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060AE","COSMOS 1867 COOLANT","39667","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060AD","COSMOS 1867 COOLANT","39666","CIS","100.57","65.01","796","775","SMALL","0","1987-07-10",""
"1987-060AC","COSMOS 1867 COOLANT","39665","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AB","COSMOS 1867 COOLANT","39664","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060AA","COSMOS 1867 COOLANT","39663","CIS","100.59","65.01","797","777","SMALL","0","1987-07-10",""
"1987-060Z","COSMOS 1867 COOLANT","39662","CIS","100.58","65.01","797","775","SMALL","0","1987-07-10",""
"1987-060Y","COSMOS 1867 COOLANT","39661","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060X","COSMOS 1867 COOLANT","39660","CIS","100.60","65.01","797","777","SMALL","0","1987-07-10",""
"1987-060W","COSMOS 1867 COOLANT","39659","CIS","100.57","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060V","COSMOS 1867 COOLANT","39658","CIS","100.57","65.01","795","776","SMALL","0","1987-07-10",""
"1987-060U","COSMOS 1867 COOLANT","39657","CIS","100.58","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060T","COSMOS 1867 COOLANT","39656","CIS","100.58","65.01","796","776","SMALL","0","1987-07-10",""
"1987-060S","COSMOS 1867 COOLANT","39655","CIS","100.60","65.01","798","776","SMALL","0","1987-07-10",""
"1987-060R","COSMOS 1867 COOLANT","39654","CIS","100.60","65.01","797","777","SMALL","0","1987-07-10",""
"2014-020B","ATLAS 5 CENTAUR R/B","39653","US","","","","","","0","2014-04-10","NO ELEMENTS AVAILABLE"
"2014-020A","USA 250","39652","US","","","","","","0","2014-04-10","NO ELEMENTS AVAILABLE"
"2014-019A","OFEQ 10","39650","ISRA","","","","","","0","2014-04-09",""
"1987-060Q","COSMOS 1867 COOLANT","39647","CIS","100.61","65.01","797","778","SMALL","0","1987-07-10",""
"1987-060P","COSMOS 1867 COOLANT","39646","CIS","100.59","65.01","797","776","SMALL","0","1987-07-10",""
"1987-060N","COSMOS 1867 COOLANT","39645","CIS","100.59","65.01","797","777","SMALL","0","1987-07-10",""
"1987-060M","COSMOS 1867 COOLANT","39644","CIS","100.56","65.01","795","775","SMALL","0","1987-07-10",""
"1987-060L","COSMOS 1867 COOLANT","39643","CIS","100.57","65.01","796","775","SMALL","0","1987-07-10",""
"1987-060K","COSMOS 1867 COOLANT","39642","CIS","100.61","65.01","797","778","SMALL","0","1987-07-10",""
"1987-060J","COSMOS 1867 COOLANT","39641","CIS","100.60","65.01","797","777","SMALL","0","1987-07-10",""
"1987-060H","COSMOS 1867 COOLANT","39640","CIS","100.56","65.01","795","775","SMALL","0","1987-07-10",""
"1987-060G","COSMOS 1867 COOLANT","39639","CIS","100.60","65.01","798","777","SMALL","0","1987-07-10",""
"1987-060F","COSMOS 1867 COOLANT","39638","CIS","100.61","65.01","798","777","SMALL","0","1987-07-10",""
"1987-060E","COSMOS 1867 COOLANT","39637","CIS","100.57","65.01","795","776","SMALL","0","1987-07-10",""
"2014-017B","PSLV R/B","39636","IND","357.04","19.03","20289","297","LARGE","0","2014-04-04",""
"2014-017A","IRNSS 1B","39635","IND","1435.98","29.08","35876","35693","LARGE","0","2014-04-04",""
"2014-016A","SENTINEL 1A","39634","ESA","98.68","98.18","697","695","LARGE","0","2014-04-03",""
"2014-015D","DMSP 5D-3 F19 DEB","39633","US","","","","","","0","2014-04-03",""
"2014-015C","DMSP 5D-3 F19 DEB","39632","US","","","","","","0","2014-04-03",""
"2014-015B","ATLAS 5 CENTAUR R/B","39631","US","","","","","","0","2014-04-03","HELIOCENTRIC ORBIT (SUN)"
"2014-015A","DMSP 5D-3 F19 (USA 249)","39630","US","","","","","","0","2014-04-03",""
"2014-014F","CZ-2C DEB","39629","PRC","101.16","98.38","940","687","SMALL","0","2014-03-31",""
"2014-014E","CZ-2C DEB","39628","PRC","99.14","98.38","792","644","SMALL","0","2014-03-31",""
"2014-014D","CZ-2C DEB","39627","PRC","101.24","98.08","947","688","SMALL","0","2014-03-31",""
"2014-014C","CZ-2C DEB","39626","PRC","99.17","97.95","794","644","SMALL","0","2014-03-31",""
"2014-014B","CZ-2C R/B","39625","PRC","96.04","98.33","664","473","LARGE","0","2014-03-31",""
"2014-014A","SJ-11-06","39624","PRC","98.64","98.09","702","684","LARGE","0","2014-03-31",""
"2014-012B","FREGAT R/B","39621","CIS","689.24","65.25","19655","19283","LARGE","0","2014-03-23",""
"2014-012A","COSMOS 2492 (GLONASS)","39620","CIS","675.73","65.29","19171","19089","LARGE","0","2014-03-23",""
"2014-011D","ARIANE 5 DEB (SYLDA)","39619","FR","420.81","2.81","24241","206","LARGE","0","2014-03-22",""
"2014-011C","ARIANE 5 R/B","39618","FR","610.09","2.75","34661","238","LARGE","0","2014-03-22",""
"2014-011B","ASTRA 5B","39617","SES","1436.10","0.03","35802","35772","LARGE","0","2014-03-22",""
"2014-011A","AMAZONAS 4A","39616","SPN","1436.08","0.08","35806","35766","LARGE","0","2014-03-22",""
"2014-010D","BREEZE-M DEB (TANK)","39615","CIS","125.94","48.37","3756","133","LARGE","0","2014-03-15",""
"2014-010C","BREEZE-M R/B","39614","CIS","1589.75","2.59","41877","35609","MEDIUM","0","2014-03-15",""
"2014-010B","EXPRESS AT2","39613","CIS","1436.11","0.04","35788","35786","LARGE","0","2014-03-15",""
"2014-010A","EXPRESS AT1","39612","CIS","1436.05","0.03","35787","35784","LARGE","0","2014-03-15",""
"1991-050S","ERS 1 DEB","39610","ESA","99.35","98.37","745","710","SMALL","0","1991-07-17",""
"1965-027FS","OPS 4682 DEB","39609","US","111.05","90.31","1296","1253","SMALL","0","1965-04-03",""
"1979-095CK","METEOR 2-5 DEB","39608","CIS","101.66","81.20","854","821","SMALL","0","1979-10-31",""
"1979-095CJ","METEOR 2-5 DEB","39607","CIS","101.45","81.21","840","815","SMALL","0","1979-10-31",""
"1979-095CH","METEOR 2-5 DEB","39606","CIS","101.57","81.20","856","810","SMALL","0","1979-10-31",""
"1979-095CG","METEOR 2-5 DEB","39605","CIS","101.63","81.20","849","823","SMALL","0","1979-10-31",""
"1979-095CF","METEOR 2-5 DEB","39604","CIS","97.53","81.21","653","628","SMALL","0","1979-10-31",""
"1979-095CE","METEOR 2-5 DEB","39603","CIS","101.92","81.22","861","839","SMALL","0","1979-10-31",""
"1979-095CD","METEOR 2-5 DEB","39602","CIS","101.64","81.21","855","817","SMALL","0","1979-10-31",""
